benchmark_mode,objective_type,experiment_group,ansatz_type,gate_set,encoding_type,entanglement_topology,entangler_type,cost_type,n_qubits,reference_depth,depth,budget_normalization,mean_param_grad_variance_across_seeds,median_param_grad_variance_across_seeds,min_param_grad_variance_across_seeds,max_param_grad_variance_across_seeds,mean_param_abs_grad,mean_param_near_zero_ratio,n_params,n_seeds,log10_mean_param_grad_variance_across_seeds,log10_median_param_grad_variance_across_seeds,n_runs,mean_objective_value,mean_spatial_grad_variance,mean_grad_norm,mean_normalized_grad_norm,mean_abs_grad,mean_near_zero_ratio,mean_n_entangling_gates,mean_actual_entangling_budget,mean_target_entangling_budget,mean_layer_grad_norm,max_layer_near_zero_ratio,mean_layer_near_zero_ratio
random_bp,expectation_value,bcw_12q_random_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,local,12,4,4,same_entangling_gate_count,1.5312696426882504e-05,6.423623882422377e-06,7.985685174837428e-37,0.00013893399958625626,0.002685862231965622,0.08333333333333333,144,3,-4.814948327250477,-5.192219895900382,3,0.006301846681416455,1.6393414317333334e-05,0.04637115693383454,0.0038642630778195457,0.0026858622319656214,0.08333333333333333,48.0,48.0,44.0,0.022972810238292955,0.3333333333333333,0.08333333333333333
random_bp,expectation_value,bcw_12q_random_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,local,12,8,7,same_entangling_gate_count,7.989595383102718e-06,4.456295378950169e-06,1.091730145534795e-36,5.784531108739144e-05,0.0021669778112156125,0.047619047619047616,252,3,-5.097475214094677,-5.351026030312657,3,-0.004765603909042479,8.12126900555229e-06,0.04533535155874213,0.0028558587100980027,0.002166977811215613,0.047619047619047616,84.0,84.0,88.0,0.017014582328519497,0.3333333333333333,0.047619047619047616
random_bp,expectation_value,bcw_12q_random_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,global,12,1,1,same_entangling_gate_count,4.436471108776835e-05,1.0192627551357276e-34,1.6537774412921124e-36,0.0007029643888039362,0.00201880174314882,0.6759259259259259,36,3,-4.352962342351882,-30.0,3,-0.00532831263602597,4.216821804309763e-05,0.025897463342519706,0.004316243890419951,0.0020188017431488204,0.6759259259259259,11.0,11.0,11.0,0.025897463342519706,0.6944444444444444,0.6759259259259259
random_bp,expectation_value,bcw_12q_random_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,global,12,2,2,same_entangling_gate_count,7.402415789064735e-07,1.1785901577243215e-07,1.0047118964202282e-36,1.0607714793235e-05,0.00041383456363727956,0.3472222222222222,72,3,-6.130626524506381,-6.9286371899707735,3,0.0006636289595692213,6.967237894622747e-07,0.0062792204118628766,0.0007400132222988711,0.00041383456363727956,0.34722222222222215,22.0,22.0,22.0,0.00427351581357918,0.6666666666666666,0.34722222222222215
random_bp,expectation_value,bcw_12q_random_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,global,12,4,4,same_entangling_gate_count,0.00010587872615249518,3.936437683959748e-05,1.1323928912921369e-36,0.0013946033920093546,0.006276666395916639,0.1736111111111111,144,3,-3.9751912924204635,-4.40489661929541,3,-0.017609524535525476,0.000112861542415277,0.1169169769874265,0.009743081415618875,0.006276666395916639,0.17361111111111108,44.0,44.0,44.0,0.05753237292213495,0.6666666666666666,0.17361111111111108
random_bp,expectation_value,bcw_12q_random_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,global,12,8,8,same_entangling_gate_count,0.00010071988183529177,6.567283703712837e-05,1.7282215903651837e-36,0.0006269874058633278,0.007337452056515319,0.08680555555555555,288,3,-3.996884792414797,-4.182614221980167,3,-0.01148619506126431,9.592236144643643e-05,0.16595953737407296,0.009779259523315773,0.007337452056515319,0.08680555555555554,88.0,88.0,88.0,0.05773669039545128,0.6666666666666666,0.08680555555555554
random_bp,expectation_value,bcw_12q_random_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,hamiltonian_local,12,1,1,same_entangling_gate_count,0.0012783692937012757,0.00083979311954229,1.6978431494296983e-35,0.007272309923448599,0.025168328359845702,0.3888888888888889,36,3,-2.8933436696135115,-3.0758276878750945,3,-0.06001431980509835,0.0015147668302413894,0.23515855473922018,0.0391930924565367,0.0251683283598457,0.3888888888888889,11.0,11.0,11.0,0.23515855473922018,0.3888888888888889,0.3888888888888889
random_bp,expectation_value,bcw_12q_random_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,hamiltonian_local,12,2,2,same_entangling_gate_count,0.0006774081628480393,9.941447379701038e-05,5.517089677949827e-35,0.0068063949762481556,0.014187506291001831,0.2685185185185185,72,3,-3.1691495743602687,-4.00255038187463,3,0.0756052605649375,0.0007182735551896982,0.22667985288118808,0.02671447685510951,0.014187506291001831,0.26851851851851855,22.0,22.0,22.0,0.15065444545571685,0.5555555555555556,0.26851851851851855
random_bp,expectation_value,bcw_12q_random_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,hamiltonian_local,12,4,4,same_entangling_gate_count,0.00043187513436398285,0.00012619367901542294,3.354977629616284e-35,0.005885260268586322,0.01179809396325152,0.10416666666666667,144,3,-3.3646418001650207,-3.8989623981621935,3,-0.011431875492689971,0.0004024856569510721,0.23285889749994246,0.019404908124995204,0.011798093963251521,0.10416666666666667,44.0,44.0,44.0,0.11122785061966307,0.3888888888888889,0.10416666666666667
random_bp,expectation_value,bcw_12q_random_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,hamiltonian_local,12,8,8,same_entangling_gate_count,4.780622865093181e-05,2.43514414107626e-05,1.3765038848128987e-35,0.0004301959825647044,0.004938611619730863,0.05324074074074074,288,3,-4.320515515678662,-4.6134753269252,3,-0.005787355318361913,4.47513928097715e-05,0.11342196428470853,0.0066834533401013176,0.004938611619730862,0.053240740740740734,88.0,88.0,88.0,0.038790199460642875,0.4166666666666667,0.05324074074074075
random_bp,expectation_value,bcw_12q_random_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,local,12,1,1,same_entangling_gate_count,9.613505458598797e-05,1.5609820273777648e-12,4.7995644136067756e-36,0.002698453284954386,0.0020393208310604373,0.537037037037037,36,3,-4.0171182227654985,-11.806602097229444,3,-0.01749825601428762,8.310636280057811e-05,0.0451489362347968,0.007524822705799468,0.002039320831060437,0.5370370370370371,11.0,11.0,11.0,0.0451489362347968,0.6111111111111112,0.5370370370370371
random_bp,expectation_value,bcw_12q_random_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,local,12,2,2,same_entangling_gate_count,0.0007285355926147179,2.329074227254903e-05,3.949823534229138e-35,0.008187109001272726,0.010978833124943153,0.1712962962962963,72,3,-3.137549225913799,-4.632816670343155,3,-0.013816989159478288,0.0008139413866744479,0.24135424451784634,0.02844387049445421,0.010978833124943155,0.17129629629629628,22.0,22.0,22.0,0.16809721224613539,0.3333333333333333,0.17129629629629628
random_bp,expectation_value,bcw_12q_random_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,local,12,4,4,same_entangling_gate_count,0.00020585214321699205,1.770194267722067e-05,6.92783719747813e-37,0.002768939843378187,0.0075229844372160315,0.08333333333333333,144,3,-3.6864446070125347,-4.751979069926312,3,0.03353954492337994,0.00017768039550703917,0.1549608839073079,0.012913406992275658,0.007522984437216033,0.08333333333333333,44.0,44.0,44.0,0.07451463736713158,0.3333333333333333,0.08333333333333333
random_bp,expectation_value,bcw_12q_random_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,local,12,8,8,same_entangling_gate_count,3.1589414102156474e-05,8.3911086714884e-06,2.3560326892195983e-36,0.00032374259704714725,0.0038670182080560176,0.041666666666666664,288,3,-4.500458429003369,-5.076180654415646,3,-0.009294604729377647,3.426013700133376e-05,0.09848669662510597,0.005803384253356226,0.003867018208056018,0.041666666666666664,88.0,88.0,88.0,0.03415473550094124,0.3333333333333333,0.041666666666666664
