benchmark_mode,objective_type,budget_normalization,experiment_group,ansatz_type,gate_set,encoding_type,entanglement_topology,entangler_type,cost_type,n_qubits,reference_depth,depth,target_entangling_budget,actual_entangling_budget,gates_per_layer,run_id,seed,hilbert_dim,n_params,n_entangling_gates,objective_value,mean_abs_grad,spatial_grad_variance,log10_spatial_grad_variance,grad_norm,normalized_grad_norm,max_abs_grad,min_abs_grad,near_zero_ratio,target_grad
random_bp,expectation_value,same_entangling_gate_count,bcw_6q_random_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,global,6,1,1,5,6,6,11,2,64,18,6,0.0034638049342559374,0.004215215328055522,0.0001318415033205572,-3.8799478535830922,0.04980946963965454,0.011740204583168396,0.04739035038233298,3.2526065174565133e-18,0.6666666666666666,0.04739035038233298
random_bp,expectation_value,same_entangling_gate_count,bcw_6q_random_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,hamiltonian_local,6,1,1,5,5,5,12,0,64,18,5,0.35193186270137317,0.05147278141649814,0.006956631787279558,-2.1576009831285727,0.36005913803486034,0.08486675271087764,0.18340992797045821,0.0,0.4444444444444444,0.0
random_bp,expectation_value,same_entangling_gate_count,bcw_6q_random_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,hamiltonian_local,6,1,1,5,5,5,13,1,64,18,5,-0.29694331295141385,0.05072676128766677,0.006898776307344211,-2.1612279368132334,0.3566558711023552,0.08406459500215686,0.19696108667853363,0.0,0.4444444444444444,0.0
random_bp,expectation_value,same_entangling_gate_count,bcw_6q_random_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,hamiltonian_local,6,1,1,5,5,5,14,2,64,18,5,-0.004995749908743685,0.053055130239921616,0.006693907885419989,-2.174320268244906,0.35064995318479625,0.0826489865732383,0.17397521832468316,4.0410716042758515e-19,0.4444444444444444,2.949029909160572e-17
random_bp,expectation_value,same_entangling_gate_count,bcw_6q_random_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,hamiltonian_local,6,1,1,5,6,6,15,0,64,18,6,0.2750268785293459,0.040987263492615805,0.00532011998872751,-2.2740785726195005,0.3104790436108723,0.07318061238452055,0.1683401522341737,0.0,0.4444444444444444,-0.0001254808758266862
random_bp,expectation_value,same_entangling_gate_count,bcw_6q_random_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,hamiltonian_local,6,1,1,5,6,6,16,1,64,18,6,-0.22497335182191205,0.039878603905925104,0.005427940436052136,-2.265364926752133,0.3126417586366225,0.07369036920468122,0.20236590848487623,0.0,0.4444444444444444,-8.87932863380056e-06
random_bp,expectation_value,same_entangling_gate_count,bcw_6q_random_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,hamiltonian_local,6,1,1,5,6,6,17,2,64,18,6,0.13027282293629852,0.04281687597929931,0.005344076829957742,-2.2721273067849737,0.3241501140069654,0.07640291457890591,0.17341414738106686,2.4684666094176312e-18,0.4444444444444444,-0.003157004713238612
random_bp,expectation_value,same_entangling_gate_count,bcw_6q_random_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,local,6,2,2,10,10,5,18,0,64,36,10,-0.034300017525181,0.021532336347117136,0.00110212934651019,-2.9577674334523225,0.20744102698200914,0.03457350449700152,0.13961553089293602,1.6308115310503067e-18,0.16666666666666666,0.05441710796970456
random_bp,expectation_value,same_entangling_gate_count,bcw_6q_random_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,local,6,2,2,10,10,5,19,1,64,36,10,-0.05273992317145274,0.013056574331082975,0.000931362995510156,-3.0308810212508295,0.18312252373049046,0.03052042062174841,0.15995316111447969,2.1616012804572515e-18,0.16666666666666666,-0.02052425465557177
random_bp,expectation_value,same_entangling_gate_count,bcw_6q_random_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,local,6,2,2,10,10,5,20,2,64,36,10,0.19840387415330385,0.02848226134127183,0.002687888369685288,-2.5705887718668716,0.3111529932600788,0.05185883221001313,0.17366463494523496,8.394129061099408e-19,0.16666666666666666,-0.01774216586737358
random_bp,expectation_value,same_entangling_gate_count,bcw_6q_random_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,local,6,2,2,10,12,6,21,0,64,36,12,-0.08850413138750304,0.025186094066503927,0.0013360550795010924,-2.874175637496467,0.21943465772026788,0.03657244295337798,0.09296652213436904,3.3609207320451913e-18,0.16666666666666666,0.025406090991326687
random_bp,expectation_value,same_entangling_gate_count,bcw_6q_random_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,local,6,2,2,10,12,6,22,1,64,36,12,-0.09765987178320716,0.01922532214516058,0.0008874817925169139,-3.0518405481213717,0.1809817624797961,0.03016362707996602,0.08026237599367814,2.191754574532015e-19,0.16666666666666666,0.08026237599367814
random_bp,expectation_value,same_entangling_gate_count,bcw_6q_random_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,local,6,2,2,10,12,6,23,2,64,36,12,0.14713804265358815,0.027283916562793456,0.001994488365942438,-2.7001684926315233,0.26853693887665636,0.04475615647944273,0.14674318153334545,1.850140502895317e-19,0.16666666666666666,0.007821785728010969
random_bp,expectation_value,same_entangling_gate_count,bcw_6q_random_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,global,6,2,2,10,10,5,24,0,64,36,10,0.14268521490914532,0.03426418069444826,0.00424851343793696,-2.3717630037466484,0.39112654651179246,0.0651877577519654,0.24429376072492365,3.1226464435993344e-18,0.3611111111111111,0.0010530781392570285
random_bp,expectation_value,same_entangling_gate_count,bcw_6q_random_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,global,6,2,2,10,10,5,25,1,64,36,10,0.034540290676421795,0.03472266713590321,0.0025139327879737583,-2.5996463377090575,0.30379469534471387,0.050632449224118976,0.0974260937771852,5.637851296924623e-18,0.3611111111111111,-0.003400255318787232
random_bp,expectation_value,same_entangling_gate_count,bcw_6q_random_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,global,6,2,2,10,10,5,26,2,64,36,10,0.03309862605847532,0.03501872726632861,0.003324408447995221,-2.4782856227300267,0.3646038910246959,0.060767315170782654,0.1694666857870257,0.0,0.3611111111111111,0.03887349388826038
random_bp,expectation_value,same_entangling_gate_count,bcw_6q_random_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,global,6,2,2,10,12,6,27,0,64,36,12,-0.15494635223662862,0.04526187640410922,0.0042604734131391885,-2.3705421405004103,0.39520785887042564,0.06586797647840427,0.17864799144886495,0.0,0.3333333333333333,-0.02287929113188577
random_bp,expectation_value,same_entangling_gate_count,bcw_6q_random_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,global,6,2,2,10,12,6,28,1,64,36,12,0.030639164301734897,0.01532025402177875,0.0005901162503354516,-3.22906242580526,0.15009831403939083,0.025016385673231806,0.0793388183058937,6.938893903907228e-18,0.3333333333333333,0.050265627134488344
random_bp,expectation_value,same_entangling_gate_count,bcw_6q_random_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,global,6,2,2,10,12,6,29,2,64,36,12,-0.07736202856043971,0.024225848843154266,0.001802586605146753,-2.7441038604594135,0.2552930576626564,0.04254884294377607,0.15627343932793564,0.0,0.3333333333333333,0.010523574019645286
random_bp,expectation_value,same_entangling_gate_count,bcw_6q_random_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,hamiltonian_local,6,2,2,10,10,5,30,0,64,36,10,-0.1755297555678858,0.026889529725902583,0.0022555060200515945,-2.646756009412336,0.28584270110675025,0.04764045018445837,0.13498733071045504,0.0,0.25,-0.0001604366730410256
random_bp,expectation_value,same_entangling_gate_count,bcw_6q_random_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,hamiltonian_local,6,2,2,10,10,5,31,1,64,36,10,-0.10442570708719126,0.024372563556400446,0.0014943816171259082,-2.825538483478733,0.23342573103596556,0.03890428850599426,0.10580179908848397,5.603361661230111e-20,0.25,0.0033780272021040124
random_bp,expectation_value,same_entangling_gate_count,bcw_6q_random_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,hamiltonian_local,6,2,2,10,10,5,32,2,64,36,10,-0.1491837400839464,0.03272237480707071,0.0028913428199917723,-2.5389004119599563,0.3285221607888956,0.054753693464815935,0.1520042453461526,1.4958117226707916e-19,0.25,0.0422858300916058
random_bp,expectation_value,same_entangling_gate_count,bcw_6q_random_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,hamiltonian_local,6,2,2,10,12,6,33,0,64,36,12,-0.08661347097658634,0.02745624001850487,0.0018150225702641093,-2.741117970032711,0.2566314457755167,0.04277190762925279,0.14439649934625334,1.2120381264169138e-17,0.2222222222222222,-0.0052029154439750674
random_bp,expectation_value,same_entangling_gate_count,bcw_6q_random_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,hamiltonian_local,6,2,2,10,12,6,34,1,64,36,12,-0.049143381400896,0.03335067027688666,0.003897147283608191,-2.4092531807483404,0.3759071319318133,0.06265118865530221,0.2517484171984413,1.742564725600406e-18,0.2222222222222222,-0.029088265509543867
random_bp,expectation_value,same_entangling_gate_count,bcw_6q_random_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,hamiltonian_local,6,2,2,10,12,6,35,2,64,36,12,-0.1349745089088391,0.03347030691578583,0.003023850887101417,-2.5194396286819796,0.33367691226698165,0.05561281871116361,0.19905483066994906,0.0,0.2222222222222222,0.04852762102922665
random_bp,expectation_value,same_entangling_gate_count,bcw_6q_random_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,local,6,4,4,20,20,5,36,0,64,72,20,-0.0883518260692179,0.028677784159091516,0.0015815759019018483,-2.800909960886331,0.33844808135894744,0.039886488901414684,0.14859477226233817,2.0255647963286786e-18,0.08333333333333333,-0.024874532507856782
random_bp,expectation_value,same_entangling_gate_count,bcw_6q_random_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,local,6,4,4,20,20,5,37,1,64,72,20,-0.059491487829949535,0.03129545276097317,0.0018612510968500115,-2.7301950333065146,0.3679665613789181,0.04336527513348816,0.1683008460675764,1.380119212983445e-18,0.08333333333333333,-0.047594608234601064
random_bp,expectation_value,same_entangling_gate_count,bcw_6q_random_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,local,6,4,4,20,20,5,38,2,64,72,20,-0.050671603687908295,0.028016336252549345,0.0016800752752274878,-2.7746712594148857,0.3483613521854056,0.04105477907226924,0.16158745848407224,6.325771833975829e-18,0.08333333333333333,0.024828024443549333
random_bp,expectation_value,same_entangling_gate_count,bcw_6q_random_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,local,6,4,3,20,18,6,39,0,64,54,18,0.05603835847581959,0.027223073977368777,0.0015100948686282288,-2.8209957681852833,0.2864172892842167,0.03897645623652506,0.11702709318217569,1.8524090742437424e-18,0.1111111111111111,-0.11317990430954149
random_bp,expectation_value,same_entangling_gate_count,bcw_6q_random_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,local,6,4,3,20,18,6,40,1,64,54,18,0.041728131413624345,0.020269808595791767,0.0007164816742463216,-3.144794913257538,0.19739357076826713,0.026861862604900873,0.05750183620258525,6.294160976136201e-19,0.1111111111111111,0.015821889730690146
random_bp,expectation_value,same_entangling_gate_count,bcw_6q_random_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,local,6,4,3,20,18,6,41,2,64,54,18,0.007202906784338495,0.019761576591309594,0.0007329436543815514,-3.1349294108046366,0.19895500556643567,0.027074346967241904,0.07768539150829573,1.9060662642503568e-18,0.1111111111111111,-0.007988150017690505
random_bp,expectation_value,same_entangling_gate_count,bcw_6q_random_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,global,6,4,4,20,20,5,42,0,64,72,20,0.07364994018740467,0.06795727473839304,0.008864836747551003,-2.052329257839779,0.8039415860617896,0.09474542453035997,0.2600102958402244,3.330211906539715e-19,0.18055555555555555,0.017469446459979512
random_bp,expectation_value,same_entangling_gate_count,bcw_6q_random_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,global,6,4,4,20,20,5,43,1,64,72,20,-0.18297386229416876,0.05344638110789643,0.006314374321567784,-2.1996696763283863,0.6742773285296683,0.07946434523394633,0.23587698000517568,2.1699407018646675e-18,0.18055555555555555,0.04154112376052682
random_bp,expectation_value,same_entangling_gate_count,bcw_6q_random_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,global,6,4,4,20,20,5,44,2,64,72,20,0.025570911818375328,0.04289485553762326,0.006783978160356661,-2.168515558872194,0.7058150085494637,0.08318109646809448,0.426290230568864,3.643791963499033e-19,0.18055555555555555,-0.12607572355738947
random_bp,expectation_value,same_entangling_gate_count,bcw_6q_random_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,global,6,4,3,20,18,6,45,0,64,54,18,0.09056598010130577,0.050527211564950394,0.006057862595324044,-2.2176805815758462,0.5820042461881569,0.07920074618300811,0.3522215382473141,0.0,0.2222222222222222,-0.05057594309800021
random_bp,expectation_value,same_entangling_gate_count,bcw_6q_random_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,global,6,4,3,20,18,6,46,1,64,54,18,-0.04180025487361652,0.028249623533565086,0.002793880116619658,-2.5537922330849607,0.388460871874143,0.052862828951573536,0.18919960220705623,3.112937339818962e-18,0.2222222222222222,0.008956082737827234
random_bp,expectation_value,same_entangling_gate_count,bcw_6q_random_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,global,6,4,3,20,18,6,47,2,64,54,18,0.1143693834174406,0.045491409876306434,0.004629560039182219,-2.334460279313413,0.5021617468979461,0.0683355582358112,0.19008698819403996,2.805085985187409e-18,0.2222222222222222,0.020999860657513067
random_bp,expectation_value,same_entangling_gate_count,bcw_6q_random_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,hamiltonian_local,6,4,4,20,20,5,48,0,64,72,20,0.037934560447876124,0.029399337319622965,0.0016670524175675927,-2.7780507443216895,0.3467856213038755,0.04086907740699341,0.10806592672342064,4.262486970942213e-18,0.125,-0.05644276161235037
random_bp,expectation_value,same_entangling_gate_count,bcw_6q_random_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,hamiltonian_local,6,4,4,20,20,5,49,1,64,72,20,-0.09277651376193356,0.02850104104137209,0.001646693528330892,-2.7833872213158144,0.34570410266757134,0.040741619213375026,0.1139319696352067,4.3345792011166915e-19,0.125,0.07729729795261925
random_bp,expectation_value,same_entangling_gate_count,bcw_6q_random_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,hamiltonian_local,6,4,4,20,20,5,50,2,64,72,20,-0.1004213341683953,0.018507268674147464,0.000743760386358568,-3.1285669564476395,0.23958315698526142,0.02823514582705992,0.12796490207825517,1.734723475976807e-18,0.125,-0.0636325101126369
random_bp,expectation_value,same_entangling_gate_count,bcw_6q_random_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,hamiltonian_local,6,4,3,20,18,6,51,0,64,54,18,0.03125528337119001,0.027781291178581472,0.0015722327086832712,-2.8034831729166254,0.29747330366112346,0.04048098922609708,0.1320853328480786,8.012204695020165e-20,0.14814814814814814,-0.00937752818276163
random_bp,expectation_value,same_entangling_gate_count,bcw_6q_random_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,hamiltonian_local,6,4,3,20,18,6,52,1,64,54,18,-0.013354708448848313,0.02513905411209845,0.0018241114557857622,-2.7389486291907676,0.3145122640539323,0.04279969804331231,0.15470875899191508,6.938893903907228e-18,0.14814814814814814,0.022031537699032332
random_bp,expectation_value,same_entangling_gate_count,bcw_6q_random_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,hamiltonian_local,6,4,3,20,18,6,53,2,64,54,18,-0.043756617840113664,0.03721843710149498,0.0026031474266768485,-2.5845012353563175,0.38413896537872083,0.05227469197213994,0.1611445252800435,1.385242443403978e-18,0.14814814814814814,-0.08067137878038298
random_bp,expectation_value,same_entangling_gate_count,bcw_6q_random_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,local,6,8,8,40,40,5,54,0,64,144,40,-0.05572629965071166,0.029006325728641147,0.0013631218153886864,-2.8654653317022487,0.4438286496757799,0.036985720806314994,0.10353907993016032,1.7135335937872901e-19,0.041666666666666664,-0.06492802942586948
random_bp,expectation_value,same_entangling_gate_count,bcw_6q_random_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,local,6,8,8,40,40,5,55,1,64,144,40,0.03270154209278602,0.024586794293498162,0.001068438964814854,-2.971250282111252,0.3923198326833533,0.03269331939027944,0.09130478876453499,1.271097027654865e-18,0.041666666666666664,0.07452615516713394
random_bp,expectation_value,same_entangling_gate_count,bcw_6q_random_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,local,6,8,8,40,40,5,56,2,64,144,40,-0.048143319922223926,0.022066810847896752,0.0007867048238458609,-3.104188186854873,0.3371014084192472,0.028091784034937266,0.08434518815460026,2.5405416713572177e-18,0.041666666666666664,0.028692632953605718
random_bp,expectation_value,same_entangling_gate_count,bcw_6q_random_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,local,6,8,7,40,42,6,57,0,64,126,42,0.008943802106871826,0.019785099315737277,0.000646216124704419,-3.189622209452418,0.2881989075244677,0.025674799314264394,0.06835779321231611,1.7538295533903596e-18,0.047619047619047616,0.005706944166361272
random_bp,expectation_value,same_entangling_gate_count,bcw_6q_random_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,local,6,8,7,40,42,6,58,1,64,126,42,-0.003981362525795787,0.021580305900451836,0.000762148698446273,-3.117960287696536,0.3107766819709596,0.027686187326993735,0.075275451193895,2.7705566127111405e-18,0.047619047619047616,-0.002464584473312332
random_bp,expectation_value,same_entangling_gate_count,bcw_6q_random_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,local,6,8,7,40,42,6,59,2,64,126,42,0.01521960486067935,0.025946250172338946,0.0012005104761614938,-2.920634045753329,0.38900354387467445,0.03465519008142658,0.09965323056813373,5.766291287307446e-20,0.047619047619047616,0.07251571843397461
random_bp,expectation_value,same_entangling_gate_count,bcw_6q_random_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,global,6,8,8,40,40,5,60,0,64,144,40,0.18916808398033708,0.0671682039668594,0.008331664214544553,-2.0792682414498085,1.0958017002002562,0.09131680835002136,0.3011843772917564,0.0,0.09027777777777778,-0.041695935169760855
random_bp,expectation_value,same_entangling_gate_count,bcw_6q_random_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,global,6,8,8,40,40,5,61,1,64,144,40,-0.09996751763225667,0.06398277647813733,0.007418838280937843,-2.1296640957557837,1.0338944297034878,0.08615786914195732,0.28724635399452136,3.173858831381374e-18,0.09027777777777778,-0.07495736070723122
random_bp,expectation_value,same_entangling_gate_count,bcw_6q_random_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,global,6,8,8,40,40,5,62,2,64,144,40,0.034662787780062126,0.065942157674412,0.007577555054987152,-2.120470899567366,1.0470732164150158,0.08725610136791799,0.2824436703084715,4.483554559392412e-18,0.09027777777777778,-0.023317308470300478
random_bp,expectation_value,same_entangling_gate_count,bcw_6q_random_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,global,6,8,7,40,42,6,63,0,64,126,42,-0.17479930198298116,0.07233159647247729,0.00836828339107023,-2.077363620889082,1.0272451253201897,0.09151426931385265,0.25220315610754634,0.0,0.09523809523809523,-0.07429233231125917
random_bp,expectation_value,same_entangling_gate_count,bcw_6q_random_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,global,6,8,7,40,42,6,64,1,64,126,42,0.011230490698657059,0.07579110008368864,0.009468510968720664,-2.023718313384697,1.0922859632458108,0.09730856768686137,0.2799533007333549,1.7749897227118755e-18,0.09523809523809523,0.06403176245346552
random_bp,expectation_value,same_entangling_gate_count,bcw_6q_random_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,global,6,8,7,40,42,6,65,2,64,126,42,-0.11481523240459521,0.06840708064613865,0.0078044025113062805,-2.107660340003906,0.9988300798304359,0.08898285586498943,0.24347946130997344,5.386486025900495e-18,0.09523809523809523,-0.01609313974674159
random_bp,expectation_value,same_entangling_gate_count,bcw_6q_random_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,hamiltonian_local,6,8,8,40,40,5,66,0,64,144,40,0.04665634740255337,0.02175191910791754,0.0007456398651845674,-3.127470880741456,0.32797928176970004,0.02733160681414167,0.08116649875278681,0.0,0.0625,0.04334748684624044
random_bp,expectation_value,same_entangling_gate_count,bcw_6q_random_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,hamiltonian_local,6,8,8,40,40,5,67,1,64,144,40,-0.13936007619022597,0.019393147076161348,0.0006221617746446462,-3.206096675276286,0.29940090284506693,0.02495007523708891,0.06271420988070721,1.0041784647615303e-19,0.0625,0.03883148714289065
random_bp,expectation_value,same_entangling_gate_count,bcw_6q_random_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,hamiltonian_local,6,8,8,40,40,5,68,2,64,144,40,-0.05339798344206601,0.02193158495139144,0.0008777659325577269,-3.056621278798977,0.35825313974737516,0.029854428312281262,0.14286414590523033,7.489858496594421e-19,0.0625,0.02275612528267769
random_bp,expectation_value,same_entangling_gate_count,bcw_6q_random_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,hamiltonian_local,6,8,7,40,42,6,69,0,64,126,42,-0.17470495777600362,0.0324590854436904,0.0017713723865948456,-2.7516901296948904,0.4733928138357755,0.04217318377938883,0.13948180294005397,1.0801890971318037e-18,0.06349206349206349,-0.03489473821690389
random_bp,expectation_value,same_entangling_gate_count,bcw_6q_random_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,hamiltonian_local,6,8,7,40,42,6,70,1,64,126,42,-0.06331037187218404,0.021548728781491985,0.0008022771167948316,-3.0956755949238444,0.3180452296117607,0.02833372101678711,0.0986549133645343,0.0,0.06349206349206349,-0.004266939375149892
random_bp,expectation_value,same_entangling_gate_count,bcw_6q_random_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,hamiltonian_local,6,8,7,40,42,6,71,2,64,126,42,-0.06228021423973058,0.025225142122860235,0.0010444134354914518,-2.9811275499836505,0.3651830624507839,0.03253309293199298,0.08963531192535426,3.79748414093568e-19,0.06349206349206349,0.052195552944714674
